customer_id,total_wagered,avg_bet_per_session,loss_rate,total_sessions,days_since_last_visit,avg_session_value,loss_chasing_indicator,sessions_last_30d,bet_trend_ratio,normalized_avg_bet,normalized_sessions,normalized_loss_rate,period_id,total_bet,total_win
265095,179.11,179.11,37.76,2,0,1074.65,1,2,1.0,-0.2403706764855151,-0.24344594477826412,0.4162001368010077,2023-H1,2149.3,1337.75
265160,123.2,123.2,-16.24,2,0,739.2,0,2,1.0,-0.250443749061294,-0.24344594477826412,-0.5346894543257169,2023-H1,1478.4,1718.56
265198,232.33,232.33,8.66,3,0,464.6666666666667,0,3,1.0,-0.23078225004153452,-0.08079860846601698,-0.09622369841728279,2023-H1,1394.0,1273.31
265224,2192.54,2192.54,-4.81,4,0,11510.85,0,4,1.0,0.12238064736085526,0.08184872784623015,-0.33341782420389354,2023-H1,46043.4,48256.89
265400,3798.61,3798.61,4.02,9,0,21525.449999999997,0,9,1.0,0.41173961126322095,0.8950854094074658,-0.17792976698817173,2023-H1,193729.05,185942.29
265403,1746.05,1746.05,-1.89,7,0,10226.857142857143,0,7,1.0,0.04193839777474305,0.5697907367829715,-0.2819993500170411,2023-H1,71588.0,72939.66
265466,2179.62,2179.62,26.28,8,0,6811.3,1,8,1.0,0.1200529046014372,0.7324380730952187,0.214048053354067,2023-H1,54490.4,40171.55
265541,1557.33,1557.33,-2.34,12,0,11679.991666666667,0,12,1.0,0.007937498892593172,1.3830274183442073,-0.2899234299430971,2023-H1,140159.9,143444.33
263093,169.5,169.5,14.75,1,0,339.0,0,1,1.0,-0.24210207028721847,-0.40609328109051124,0.011015516582008934,2023-H1,339.0,289.0
201956,832.7047619047619,832.7047619047619,0.13283848388498753,9,0,1942.9777777777776,0,9,1.0,-0.12261522179376738,0.8950854094074658,-0.24637905263080404,2023-H1,17486.8,15163.88
200708,437.56,437.56,-3.96,2,0,3281.7,0,2,1.0,-0.19380681300474129,-0.24344594477826412,-0.31845011767689885,2023-H1,6563.4,6823.4
200802,1050.68,1050.68,12.49,2,0,28893.725,0,2,1.0,-0.08334352812436967,-0.24344594477826412,-0.028780973713294727,2023-H1,57787.45,50568.27
201291,4390.3,4390.3,9.45,5,0,21073.420000000002,0,5,1.0,0.5183419420155485,0.24449606415847727,-0.08231253588042887,2023-H1,105367.1,95408.02
201711,2899.23,2899.23,20.63,3,0,22227.433333333334,1,3,1.0,0.2497020506621826,-0.08079860846601698,0.11455682761580782,2023-H1,66682.3,52924.61
201741,2184.63,2184.63,18.35,2,0,8738.5,0,2,1.0,0.12095553550118061,-0.24344594477826412,0.07440815599045728,2023-H1,17477.0,14269.18
201802,771.87,771.87,12.27,7,0,3087.46,0,7,1.0,-0.13357556827555772,0.5697907367829715,-0.03265496834381102,2023-H1,21612.22,18960.39
202471,7260.8093023255815,7260.8093023255815,0.1026584261860744,5,0,62442.96,0,5,1.0,1.035509685384787,0.24449606415847727,-0.24691049527386882,2023-H1,312214.8,280163.32
202640,3011.42,3011.42,5.77,13,0,18068.524615384616,0,13,1.0,0.2699148571775938,1.5456747546564544,-0.14711390060906493,2023-H1,234890.82,221337.5
202836,1694.78,1694.78,0.97,2,0,7626.5,0,2,1.0,0.032701294734854204,-0.24344594477826412,-0.23163741982032932,2023-H1,15253.0,15105.8
203001,2155.59,2155.59,-0.22,11,0,9210.236363636364,0,11,1.0,0.11572351926793754,1.2203800820319601,-0.25259220895812196,2023-H1,101312.6,101538.45
203984,2375.96,2375.96,13.82,2,0,17819.7,0,2,1.0,0.15542666724726864,-0.24344594477826412,-0.005360915265173543,2023-H1,35639.4,30713.91
204448,334.13,334.13,28.7,3,0,891.0,1,3,1.0,-0.21244136668946345,-0.08079860846601698,0.2566619942897461,2023-H1,2673.0,1905.8
210512,303.2,303.2,18.69,3,0,303.2,0,3,1.0,-0.2180138963759031,-0.08079860846601698,0.08039523860125516,2023-H1,909.6,739.6
213186,119.33,119.33,18.01,2,0,238.65,0,2,1.0,-0.25114099089402997,-0.24344594477826412,0.06842107337965937,2023-H1,477.3,391.32
233208,271.0,271.0,-21.06,3,0,632.3333333333334,0,3,1.0,-0.22381523668962303,-0.08079860846601698,-0.6195651548670282,2023-H1,1897.0,2296.6
235468,458.81,458.81,9.82,6,0,4511.676666666667,0,6,1.0,-0.18997828872938263,0.4071434004707244,-0.07579718127456056,2023-H1,27070.06,24411.22
235002,256.5,256.5,7.68,2,0,513.0,0,2,1.0,-0.22642764148927952,-0.24344594477826412,-0.11348058358958261,2023-H1,1026.0,947.24
234252,1182.02,1182.02,11.39,2,0,3546.05,0,2,1.0,-0.059680545614929435,-0.24344594477826412,-0.04815094686587615,2023-H1,7092.1,6284.52
235463,1901.87,1901.87,56.96,1,0,5705.6,1,1,1.0,0.07001184024939645,-0.40609328109051124,0.7542942136460654,2023-H1,5705.6,2455.6
261638,224.11,224.11,1.86,6,0,522.93,0,6,1.0,-0.23226321331416738,0.4071434004707244,-0.21596535063324074,2023-H1,3137.58,3079.12
204630,256.68333333333334,256.68333333333334,0.17969612362833567,2,0,770.05,0,2,1.0,-0.2263946110837666,-0.24344594477826412,-0.2455539333364204,2023-H1,1540.1,1263.3500000000001
262242,1289.11,1289.11,13.91,8,0,14502.4625,0,8,1.0,-0.04038658492560437,0.7324380730952187,-0.003776099279962337,2023-H1,116019.7,99877.82
260399,8397.38,8397.38,1.89,13,0,58781.67846153846,0,13,1.0,1.240280909229861,1.5456747546564544,-0.2154370786381703,2023-H1,764161.82,749696.72
261660,7798.79,7798.79,3.44,4,0,33144.8625,0,4,1.0,1.1324354341245937,0.08184872784623015,-0.18814302555953286,2023-H1,132579.45,128013.68
201896,565.7235294117646,565.7235294117646,0.0,7,0,5495.599999999999,0,7,1.0,-0.17071612201327854,0.5697907367829715,-0.24871821432760569,2023-H1,38469.2,39152.1
263428,1141.12,1141.12,13.99,2,0,8558.375,0,2,1.0,-0.06704932880844328,-0.24344594477826412,-0.0023673739597745956,2023-H1,17116.75,14722.38
261040,1162.91,1162.91,-2.5,3,0,3488.7333333333336,0,3,1.0,-0.06312351497502842,-0.08079860846601698,-0.2927408805834726,2023-H1,10466.2,10728.25
201623,333.8057142857143,333.8057142857143,0.14673205970966866,6,0,1947.2,0,6,1.0,-0.21249979190025375,0.4071434004707244,-0.2461343997301518,2023-H1,11683.2,9968.9
239612,429.86,429.86,23.09,3,0,1003.0,1,3,1.0,-0.19519409003628302,-0.08079860846601698,0.15787513121158087,2023-H1,3009.0,2314.25
201744,27915.1,27915.1,10.93,5,0,318232.16000000003,0,5,1.0,4.756707488978241,0.24449606415847727,-0.05625111745695567,2023-H1,1591160.8,1417237.85
261936,721.1,721.1,-24.02,5,0,10383.82,0,5,1.0,-0.1427225883913205,0.24449606415847727,-0.6716879917139748,2023-H1,51919.1,64388.37
261789,2436.14,2436.14,10.91,2,0,31669.875,0,2,1.0,0.1662690479950843,-0.24344594477826412,-0.0566032987870026,2023-H1,63339.75,56428.76
264291,815.74,815.74,11.03,4,0,5098.4,0,4,1.0,-0.12567169251273494,0.08184872784623015,-0.054490210806721,2023-H1,20393.6,18144.28
261436,3173.8,3173.8,3.85,9,0,23979.78888888889,0,9,1.0,0.29917018761678144,0.8950854094074658,-0.1809233082935707,2023-H1,215818.1,207516.45
265067,1287.71,1287.71,18.09,5,0,2832.96,0,5,1.0,-0.04063881711315738,0.24449606415847727,0.06982979869984708,2023-H1,14164.8,11602.6
203819,5094.28,5094.28,0.72,5,0,28527.940000000002,0,5,1.0,0.6451750958681123,0.24449606415847727,-0.236039686445916,2023-H1,142639.7,141613.49
201895,261.9775,261.9775,0.08130469219684897,3,0,1746.5166666666667,0,3,1.0,-0.22544078305547827,-0.08079860846601698,-0.24728651459575854,2023-H1,5239.55,4813.55
201761,198.10294117647058,198.10294117647058,0.02737139039418004,3,0,1122.5833333333333,0,3,1.0,-0.23694879712765268,-0.08079860846601698,-0.2482362296938929,2023-H1,3367.75,3275.57
265064,624.67,624.67,0.15,4,0,1874.0,0,4,1.0,-0.16009598113827742,0.08184872784623015,-0.24607685435225365,2023-H1,7496.0,7484.8
204405,244.79285714285714,244.79285714285714,0.0,2,0,856.775,0,2,1.0,-0.228536868812746,-0.24344594477826412,-0.24871821432760569,2023-H1,1713.55,3225.71
271336,1141.0,1141.0,-5.91,1,0,2282.0,0,1,1.0,-0.06707094871023352,-0.40609328109051124,-0.352787797356475,2023-H1,2282.0,2416.8
261890,569.51,569.51,11.14,9,0,7593.471111111112,0,9,1.0,-0.1700339293278672,0.8950854094074658,-0.05255321349146284,2023-H1,68341.24,60730.17
262529,31.08,31.08,-117.81,4,0,38.85,0,4,1.0,-0.2670406270022841,0.08184872784623015,-2.323242338969077,2023-H1,155.4,338.48
259860,1130.37,1130.37,8.4,6,0,21288.633333333335,0,6,1.0,-0.06898611167715413,0.4071434004707244,-0.10080205570789294,2023-H1,127731.8,116999.31
201186,5718.78,5718.78,3.5,1,0,22875.1,0,1,1.0,0.7576886681015936,-0.40609328109051124,-0.18708648156939203,2023-H1,22875.1,22075.1
261465,1186.44,1186.44,3.22,6,0,6327.681666666666,0,6,1.0,-0.05888421256565482,0.4071434004707244,-0.19201702019004913,2023-H1,37966.09,36745.06
260250,2728.87,2728.87,2.18,4,0,60035.05,0,4,1.0,0.2190089967539426,0.08184872784623015,-0.21033044935248976,2023-H1,240140.2,234900.2
205227,1191.2764705882353,1191.2764705882353,0.0876272115427346,2,0,10125.85,0,2,1.0,-0.058012845739578746,-0.24344594477826412,-0.24717518093213445,2023-H1,20251.7,18477.100000000002
261701,854.45,854.45,10.33,10,0,2392.46,0,10,1.0,-0.11869747252689336,1.057732745719713,-0.06681655735836371,2023-H1,23924.6,21453.87
270468,41.0,41.0,68.74,1,0,82.0,1,1,1.0,-0.26525338178762253,-0.40609328109051124,0.96172901704371,2023-H1,82.0,25.63
201396,5082.38,5082.38,13.12,5,0,13214.179999999998,0,5,1.0,0.6430311222739116,0.24449606415847727,-0.017687261816816287,2023-H1,66070.9,57404.4
264907,2102.25,2102.25,-16.44,5,0,10090.82,0,5,1.0,0.10611347292216668,0.24449606415847727,-0.5382112676261863,2023-H1,50454.1,58749.06
263316,733.3,733.3,9.54,9,0,4725.716666666666,0,9,1.0,-0.140524565042644,0.8950854094074658,-0.08072771989521767,2023-H1,42531.45,38475.83
204519,317.4783734939759,317.4783734939759,0.07020438352598148,16,0,3293.8381249999998,0,16,1.0,-0.21544142110369963,2.0336167635931957,-0.24748198066934043,2023-H1,52701.409999999996,49001.54
260400,13518.97,13518.97,-4.84,3,0,157721.33333333334,0,3,1.0,2.163016515979702,-0.08079860846601698,-0.333946096198964,2023-H1,473164.0,496047.85
201381,659.6,659.6,0.13908429351121887,1,0,3298.0,0,1,1.0,-0.15380278805882905,-0.40609328109051124,-0.24626906975373472,2023-H1,3298.0,2839.3
272629,250.0,250.0,20.0,1,0,250.0,0,1,1.0,-0.22759871950291863,-0.40609328109051124,0.1034631157193294,2023-H1,250.0,200.0
264353,7039.66,7039.66,-0.43,3,0,89169.01000000001,0,3,1.0,0.9956661337409224,-0.08079860846601698,-0.25629011292361475,2023-H1,267507.03,268660.66
269606,1232.0,1232.0,44.03,1,0,2464.0,1,1,1.0,-0.05067585651928588,-0.40609328109051124,0.5266089837707219,2023-H1,2464.0,1379.2
259953,1072.0,1072.0,36.64,1,0,1072.0,1,1,1.0,-0.07950239223963337,-0.40609328109051124,0.3964779823183794,2023-H1,1072.0,679.2
203428,365.0,365.0,11.82,1,0,1825.0,0,1,1.0,-0.2068796469539189,-0.40609328109051124,-0.04057904826986705,2023-H1,1825.0,1609.3
264670,3101.93,3101.93,10.75,4,0,55834.825,0,4,1.0,0.2862216681028978,0.08184872784623015,-0.05942074942737808,2023-H1,223339.3,199330.41
203851,1571.33,1571.33,6.78,5,0,24827.079999999998,0,5,1.0,0.010459820768123579,0.24449606415847727,-0.12932874344169468,2023-H1,124135.4,115719.69
203164,218.73000000000002,218.73000000000002,0.1361770218991452,3,0,729.1,0,3,1.0,-0.23323250557776404,-0.08079860846601698,-0.2463202640928921,2023-H1,2187.3,1889.4399999999998
205001,85.51,85.51,26.43,3,0,427.57,1,3,1.0,-0.25723419988191837,-0.08079860846601698,0.21668941332941902,2023-H1,1282.71,943.68
264214,1049.67,1049.67,6.94,3,0,3149.0,0,3,1.0,-0.08352549563110437,-0.08079860846601698,-0.1265112928013192,2023-H1,9447.0,8791.4
261210,1957.2,1957.2,-0.91,15,0,15657.591333333334,0,15,1.0,0.07998041663318915,1.8709694272809485,-0.26474246484474123,2023-H1,234863.87,236989.68
261772,731.99,731.99,8.42,16,0,3431.206875,0,16,1.0,-0.14076058230385433,2.0336167635931957,-0.10044987437784601,2023-H1,54899.31,50278.54
269660,120.3,120.3,6.38,1,0,240.6,0,1,1.0,-0.2509662300212253,-0.40609328109051124,-0.1363723700426334,2023-H1,240.6,225.25
263011,84907.67,84907.67,-0.59,4,0,700488.29,0,4,1.0,15.024822207099524,0.08184872784623015,-0.2591075635639903,2023-H1,2801953.16,2818516.08
203613,228.8,228.8,10.95,1,0,686.4,0,1,1.0,-0.23141823548586468,-0.40609328109051124,-0.055898936126908744,2023-H1,686.4,611.22
264217,444.84,444.84,-11.06,3,0,1631.0666666666666,0,3,1.0,-0.19249520562946548,-0.08079860846601698,-0.4434744898435608,2023-H1,4893.2,5434.28
203476,2028.57,2028.57,14.41,4,0,7607.15,0,4,1.0,0.09283885322294663,0.08184872784623015,0.00502843397121104,2023-H1,30428.6,26043.17
265842,25.84,25.84,77.4,1,0,51.68,1,1,1.0,-0.2679846960471255,-0.40609328109051124,1.114223532954033,2023-H1,51.68,11.68
261330,208.07,208.07,15.7,2,0,312.1,0,2,1.0,-0.2351530735201322,-0.24344594477826412,0.027744129759238338,2023-H1,624.2,526.2
203344,603.37,603.37,2.91,6,0,1206.7416666666666,0,6,1.0,-0.16393351370604867,0.4071434004707244,-0.19747583080577663,2023-H1,7240.45,7030.05
261906,3417.91,3417.91,8.5,12,0,37881.791666666664,0,12,1.0,0.34315047283361905,1.3830274183442073,-0.09904114905765828,2023-H1,454581.5,415923.85
264076,418.9,418.9,17.49,3,0,1815.2333333333333,0,3,1.0,-0.19716870773312684,-0.08079860846601698,0.05926435879843901,2023-H1,5445.7,4493.34
205459,5545.16,5545.16,3.39,11,0,73599.35909090909,0,11,1.0,0.7264082735280516,1.2203800820319601,-0.18902347888465018,2023-H1,809592.95,782145.71
202250,4873.09,4873.09,7.23,9,0,39526.18,0,9,1.0,0.6053242118932145,0.8950854094074658,-0.12140466351563865,2023-H1,355735.62,330001.98
203268,574.98,574.98,12.77,10,0,6439.7699999999995,0,10,1.0,-0.16904842213792784,1.057732745719713,-0.023850435092637647,2023-H1,64397.7,56173.63
272899,30.0,30.0,100.0,1,0,60.0,1,1,1.0,-0.26723520611839646,-0.40609328109051124,1.5121884359070699,2023-H1,60.0,0.0
264705,1513.04,1513.04,24.57,7,0,9942.842857142856,1,7,1.0,-4.204652649551168e-05,0.5697907367829715,0.18393654963505407,2023-H1,69599.9,52498.51
264045,1222.38,1222.38,0.79,7,0,13970.007142857143,0,7,1.0,-0.05240905197947176,0.5697907367829715,-0.23480705179075176,2023-H1,97790.05,97015.93
263531,1505.95,1505.95,19.62,7,0,7099.5,0,7,1.0,-0.0013194223906033953,0.5697907367829715,0.09677167044843764,2023-H1,49696.5,39944.23
262728,683.2,683.2,7.74,5,0,3142.73,0,5,1.0,-0.14955087404007777,0.24449606415847727,-0.1124240395994418,2023-H1,15713.65,14497.47
07641,4262.25,4262.25,-28.63,10,0,5967.15,0,10,1.0,0.4952717051468578,1.057732745719713,-0.7528657882897933,2023-H1,59671.5,76755.0
265215,1731.09,1731.09,6.78,12,0,28274.4575,0,12,1.0,0.039243116684890555,1.3830274183442073,-0.12932874344169468,2023-H1,339293.49,316281.82
259581,538.13,538.13,26.22,3,0,3408.15,1,3,1.0,-0.17568753364602036,-0.08079860846601698,0.2129915093639262,2023-H1,10224.45,7543.88
263051,565.4,565.4,4.31,3,0,2450.0666666666666,0,3,1.0,-0.17077441096418364,-0.08079860846601698,-0.1728231377024912,2023-H1,7350.2,7033.33
202132,307.57,307.57,11.9,5,0,922.72,0,5,1.0,-0.2172265716190411,0.24449606415847727,-0.03917032294967931,2023-H1,4613.6,4064.54
261011,5335.77,5335.77,19.11,3,0,30236.033333333336,0,3,1.0,0.6886833465625294,-0.08079860846601698,0.08779104653224076,2023-H1,90708.1,73374.1
203809,997.8,997.8,-14.72,7,0,2993.3857142857146,0,7,1.0,-0.09287069817994453,0.5697907367829715,-0.5079236732421499,2023-H1,20953.7,24037.46
263189,1191.76,1191.76,5.53,5,0,8342.289999999999,0,5,1.0,-0.05792573025295328,0.24449606415847727,-0.1513400765696281,2023-H1,41711.45,39404.51
267459,210.37,210.37,21.31,1,0,631.1,1,1,1.0,-0.23473869206915218,-0.40609328109051124,0.12653099283740363,2023-H1,631.1,496.62
203688,40.79,40.79,-53.82,4,0,142.775,0,4,1.0,-0.2652912166157555,0.08184872784623015,-1.196438173483908,2023-H1,571.1,878.48
261446,46213.3,46213.3,0.0,7,0,244270.2942857143,0,7,1.0,8.053418213466133,0.5697907367829715,-0.24871821432760569,2023-H1,1709892.06,1709965.88
262594,123.78,123.78,-0.88,2,0,309.45,0,2,1.0,-0.25033925286930775,-0.24344594477826412,-0.26421419284967085,2023-H1,618.9,624.35
203843,170.96,170.96,-5.13,2,0,1196.75,0,2,1.0,-0.24183902814877029,-0.24344594477826412,-0.3390527254846445,2023-H1,2393.5,2516.18
260883,1598.25,1598.25,11.95,2,0,4794.75,0,2,1.0,0.015309885403072059,-0.24344594477826412,-0.03828986962456199,2023-H1,9589.5,8443.65
205002,755.41,755.41,21.15,6,0,2266.241666666667,1,6,1.0,-0.13654109813778847,0.4071434004707244,0.12371354219702813,2023-H1,13597.45,10721.75
259633,368.72,368.72,5.87,7,0,2897.0685714285714,0,7,1.0,-0.2062094299984208,0.5697907367829715,-0.14535299395883022,2023-H1,20279.48,19088.75
205577,1454.1923076923076,1454.1923076923076,0.14321457853950115,7,0,2700.6428571428573,0,7,1.0,-0.01064439092879371,0.5697907367829715,-0.24619633928999804,2023-H1,18904.5,16197.1
263775,17931.4,17931.4,0.6,3,0,83679.86666666667,0,3,1.0,2.957985709783033,-0.08079860846601698,-0.23815277442619764,2023-H1,251039.6,249523.9
265526,850.8,850.8,17.06,8,0,7444.51375,0,8,1.0,-0.1193550778730138,0.7324380730952187,0.05169246020242991,2023-H1,59556.11,49395.77
270591,20.5,20.5,-52.44,1,0,41.0,0,1,1.0,-0.2689467816767921,-0.40609328109051124,-1.1721376617106694,2023-H1,41.0,62.5
269489,161.0,161.0,62.86,1,0,322.0,1,1,1.0,-0.24363347999736193,-0.40609328109051124,0.8581877060099112,2023-H1,322.0,119.6
271364,1280.0,1280.0,15.63,1,0,2560.0,0,1,1.0,-0.042027895803181635,-0.40609328109051124,0.02651149510407409,2023-H1,2560.0,2160.0
267126,37.55,37.55,26.63,1,0,75.1,1,1,1.0,-0.26587495396409255,-0.40609328109051124,0.22021122662988835,2023-H1,75.1,55.1
261931,5485.07,5485.07,-6.72,3,0,69477.56666666667,0,3,1.0,0.7155821077065786,-0.08079860846601698,-0.36705114122337584,2023-H1,208432.7,222444.48
260665,42248.43,42248.43,4.22,16,0,549229.526875,0,16,1.0,7.339084046706544,2.0336167635931957,-0.1744079536877024,2023-H1,8787672.43,8417226.81
200503,1718.91,1718.91,16.43,4,0,7735.1,0,4,1.0,0.03704869665317913,0.08184872784623015,0.040598748305951476,2023-H1,30940.4,25857.5
201586,3247.775,3247.775,0.10847753461985514,8,0,19486.65,0,8,1.0,0.31249795624123583,0.7324380730952187,-0.24680802620647405,2023-H1,155893.2,138982.29
265265,3243.91,3243.91,6.24,9,0,42170.875555555554,0,9,1.0,0.31180161523774114,0.8950854094074658,-0.13883763935296195,2023-H1,379537.88,355862.35
264822,262.88,262.88,7.01,2,0,1182.975,0,2,1.0,-0.2252781833774307,-0.24344594477826412,-0.12527865814615494,2023-H1,2365.95,2200.07
271435,15.38,15.38,66.83,1,0,30.75,1,1,1.0,-0.26986923081984315,-0.40609328109051124,0.9280957000242278,2023-H1,30.75,10.2
202749,198.0,198.0,0.07164502164502161,2,0,693.0,0,2,1.0,-0.23696734361203156,-0.24344594477826412,-0.24745661237689642,2023-H1,1386.0,1286.7
264275,423.3,423.3,22.34,3,0,2257.6,1,3,1.0,-0.19637597800081727,-0.08079860846601698,0.1446683313348208,2023-H1,6772.8,5259.9
214174,491.31,491.31,20.98,3,0,2292.766666666667,1,3,1.0,-0.18412289866118706,-0.08079860846601698,0.12072000089162922,2023-H1,6878.3,5435.56
264409,399.93,399.93,-3.53,6,0,599.9,0,6,1.0,-0.2005864538744705,0.4071434004707244,-0.31087821908088975,2023-H1,3599.4,3726.3
263309,638.11,638.11,8.72,6,0,2233.4,0,6,1.0,-0.1576745521377682,0.4071434004707244,-0.09516715442714198,2023-H1,13400.4,12231.49
260600,291.17,291.17,10.32,9,0,2232.317777777778,0,9,1.0,-0.22018129153037672,0.8950854094074658,-0.06699264802338718,2023-H1,20090.86,18016.77
267825,4.8,4.8,100.0,1,0,4.8,1,1,1.0,-0.2717753854943512,-0.40609328109051124,1.5121884359070699,2023-H1,4.8,0.0
262613,2177.31,2177.31,6.27,3,0,14515.366666666667,0,3,1.0,0.11963672149197468,-0.08079860846601698,-0.13830936735789154,2023-H1,43546.1,40814.5
269400,52.4,52.4,37.88,1,0,52.4,1,1,1.0,-0.26319949111754776,-0.40609328109051124,0.4183132247812894,2023-H1,52.4,32.55
260089,1153.54,1153.54,15.98,7,0,2471.871428571428,0,7,1.0,-0.0648116689731513,0.5697907367829715,0.032674668379895445,2023-H1,17303.1,14537.2
200438,783.35,783.35,25.72,3,0,3394.5333333333333,1,3,1.0,-0.13150726433762278,-0.08079860846601698,0.2041869761127528,2023-H1,10183.6,7564.8
264536,468.96,468.96,21.54,2,0,1172.4,1,2,1.0,-0.18814960536962308,-0.24344594477826412,0.13058107813294337,2023-H1,2344.8,1839.8
203208,1815.79,1815.79,7.93,13,0,21370.403846153848,0,13,1.0,0.054503164031849516,1.5456747546564544,-0.10907831696399593,2023-H1,277815.25,255793.45
07672,1665.57,1665.57,17.52,4,0,2914.75,0,4,1.0,0.027438650307408257,0.08184872784623015,0.05979263079350943,2023-H1,11659.0,9616.9
205138,10419.15,10419.15,-6.36,7,0,29769.0,0,7,1.0,1.6045348162506545,0.5697907367829715,-0.360711877282531,2023-H1,208383.0,221636.6
263895,48.6,48.6,51.44,1,0,97.2,1,1,1.0,-0.26388412134090605,-0.40609328109051124,0.6570921665531113,2023-H1,97.2,47.2
266074,293.0,293.0,33.79,1,0,586.0,1,1,1.0,-0.21985158802807525,-0.40609328109051124,0.3462921427866911,2023-H1,586.0,388.0
264757,8791.18,8791.18,8.04,6,0,61538.244999999995,0,6,1.0,1.3112302202715664,0.4071434004707244,-0.1071413196487378,2023-H1,369229.47,339559.02
204465,1910.6066666666666,1910.6066666666666,0.0,3,0,9553.033333333333,0,3,1.0,0.07158588921029294,-0.08079860846601698,-0.24871821432760569,2023-H1,28659.1,34461.06
66804,192.6,192.6,11.52,1,0,385.2,0,1,1.0,-0.23794023919259333,-0.40609328109051124,-0.045861768220571086,2023-H1,385.2,340.84
263845,38.11,38.11,0.52,2,0,76.22,0,2,1.0,-0.26577406108907137,-0.24344594477826412,-0.23956149974638538,2023-H1,152.44,151.64
204404,540.339393939394,540.339393939394,0.0,2,0,8915.6,0,2,1.0,-0.17528947631280625,-0.24344594477826412,-0.24871821432760569,2023-H1,17831.2,18701.3
202712,1191.49,1191.49,13.93,7,0,6978.7,0,7,1.0,-0.057974375031981364,0.5697907367829715,-0.0034239179499154096,2023-H1,48850.9,42045.25
261270,731.02,731.02,-12.03,3,0,4386.133333333333,0,3,1.0,-0.14093534317665893,-0.08079860846601698,-0.46055528435083715,2023-H1,13158.4,14740.76
262817,232.88,232.88,25.68,2,0,582.2,1,2,1.0,-0.23068315882499585,-0.24344594477826412,0.20348261345265894,2023-H1,1164.4,865.4
203356,96.91999999999999,96.91999999999999,0.0,1,0,484.59999999999997,0,1,1.0,-0.2551785075533611,-0.40609328109051124,-0.24871821432760569,2023-H1,484.59999999999997,505.12
264525,270.09,270.09,1.8,13,0,1828.3146153846153,0,13,1.0,-0.22397918761153252,1.5456747546564544,-0.2170218946233815,2023-H1,23768.09,23339.78
261504,328.57,328.57,22.52,5,0,1051.42,1,5,1.0,-0.2134430888057455,0.24449606415847727,0.1478379633052432,2023-H1,5257.1,4073.11
203898,1996.25,1996.25,16.37,28,0,5988.753571428571,0,28,1.0,0.08701589300743645,3.9853847993401614,0.039542204315810695,2023-H1,167685.1,140232.65
262531,1222.93,1222.93,7.33,11,0,29461.590909090908,0,11,1.0,-0.052309960762933067,1.2203800820319601,-0.11964375686540397,2023-H1,324077.5,300327.51
