customer_id,total_wagered,avg_bet_per_session,loss_rate,total_sessions,days_since_last_visit,session_duration_volatility,loss_chasing_score,sessions_last_30d,bet_trend_ratio,avg_session_value,loss_chasing_indicator,normalized_avg_bet,normalized_sessions,normalized_loss_rate,period_id,total_bet,total_win
255333,209.21,209.21,7.55,5,0,158.436955074671,0.0,5,1.0,878.6959999999999,0,-0.17859830706091043,0.9851815003813471,-0.23718070301869743,2022-H1,4393.48,4061.62
256828,1303.63,1303.63,26.52,10,0,176.99499778545,130.363,10,1.0,11211.185000000001,1,0.0476786107441846,2.709893112054421,0.2564562207096417,2022-H1,112111.85,82375.27
256865,409.23,409.23,33.87,1,0,419.789823155588,40.923,1,1.0,6547.7,1,-0.13724315172806278,-0.39458778895711194,0.4477177594235737,2022-H1,6547.7,4329.8
257426,327.34,327.34,-1.67,1,0,339.609359701657,0.0,1,1.0,3600.7,0,-0.15417432696157393,-0.39458778895711194,-0.47710334069794286,2022-H1,3600.7,3660.9
256117,514.89,514.89,13.97,5,0,1127.482559065387,0.0,5,1.0,5560.8099999999995,0,-0.1153974077401182,0.9851815003813471,-0.07011960389714038,2022-H1,27804.05,23919.33
255557,232.31,232.31,27.01,3,0,330.81720240376,23.231,3,1.0,1238.9833333333333,1,-0.1738222642242502,0.29529685571211756,0.2692069899572372,2022-H1,3716.95,2713.12
255428,418.67,418.67,-131.95,1,0,317.216934184374,0.0,1,1.0,1256.0,0,-0.13529138357316786,-0.39458778895711194,-3.8672466418749596,2022-H1,1256.0,2913.25
255544,5672.13,5672.13,12.43,2,0,7455.507182443503,0.0,2,1.0,45377.04,0,0.9508882701359698,-0.049645466622497185,-0.11019345010386904,2022-H1,90754.08,79471.88
256589,1650.33,1650.33,2.36,2,0,1074.050150207269,0.0,2,1.0,9902.0,0,0.11936060431431891,-0.049645466622497185,-0.37223476913098424,2022-H1,19804.0,19336.35
256543,99.4,99.4,47.2,1,0,52.89158723275376,19.88,1,1.0,198.8,1,-0.20130208471864466,-0.39458778895711194,0.7945907269142835,2022-H1,198.8,104.96
256714,2419.69,2419.69,26.03,1,0,2930.003929796853,241.969,1,1.0,38715.1,1,0.2784297089382548,-0.39458778895711194,0.24370545146204622,2022-H1,38715.1,28638.44
256731,295.88,295.88,38.12,6,0,257.54483474681,29.588,6,1.0,1035.5666666666666,1,-0.1606788424438826,1.330123822715962,0.5583111661629223,2022-H1,6213.4,3845.1
255292,6716.86,6716.86,-5.07,8,0,5489.678882247816,0.0,8,1.0,28546.65,0,1.1668915269647164,2.0200084673851912,-0.5655780660894217,2022-H1,228373.2,239957.55
256018,264.48,264.48,29.57,2,0,340.313967669429,26.448,2,1.0,1586.85,1,-0.16717095262012208,-0.049645466622497185,0.3358232537814094,2022-H1,3173.7,2235.2
254943,106.23,106.23,-6.4,2,0,119.699188941836,0.0,2,1.0,318.7,0,-0.19988994737776197,-0.049645466622497185,-0.6001872969043238,2022-H1,637.4,678.18
256124,78.5,78.5,62.42,1,0,14.142135623730951,23.55,1,1.0,157.0,1,-0.20562326633276581,-0.39458778895711194,1.1906452329314325,2022-H1,157.0,59.0
256583,134.84,134.84,45.14,1,0,135.666445126764,26.968,1,1.0,1348.4,1,-0.19397468393374254,-0.39458778895711194,0.7409854521182697,2022-H1,1348.4,739.7
256262,183.8,183.8,-16.78,1,0,175.362481734264,0.0,1,1.0,367.6,0,-0.1838519541812367,-0.39458778895711194,-0.8702954291288973,2022-H1,367.6,429.3
255945,525.58,525.58,0.75,9,0,537.958322811305,0.0,9,1.0,9051.612222222222,0,-0.11318719570878061,2.364950789719806,-0.4141301538016551,2022-H1,81464.51,80857.23
255700,955.0,955.0,-76.55,1,0,546.741864746671,0.0,1,1.0,3820.0,0,-0.024402420171177233,-0.39458778895711194,-2.425629057554982,2022-H1,3820.0,6744.14
256513,6455.35,6455.35,6.23,4,0,5545.844246739256,0.0,4,1.0,37118.25,0,1.1128230004619017,0.6402391780467324,-0.2715297140530363,2022-H1,148473.0,139226.75
256188,491.72,491.72,9.56,4,0,540.713369188378,0.0,4,1.0,2581.525,0,-0.12018792343385921,0.6402391780467324,-0.18487652712549965,2022-H1,10326.1,9338.95
256996,337.9,337.9,0.51,2,0,303.592575540109,0.0,2,1.0,1689.5,0,-0.15199099309338637,-0.049645466622497185,-0.4203754285351712,2022-H1,3379.0,3361.83
255405,2399.63,2399.63,15.54,2,0,1996.961499169843,0.0,2,1.0,4799.25,0,0.2742822016091031,-0.049645466622497185,-0.02926509834872226,2022-H1,9598.5,8107.0
255712,31.42,31.42,20.59,3,0,14.167283546146843,3.142,3,1.0,136.16666666666666,1,-0.2153572964951019,0.29529685571211756,0.10214589083568011,2022-H1,408.5,324.4
254147,806.58,806.58,12.85,4,0,1195.354373918235,0.0,4,1.0,2621.3925,0,-0.055089012284472126,0.6402391780467324,-0.09926421932021577,2022-H1,10485.57,9138.11
256818,208.2,208.2,0.5,2,0,106.509436201681,0.0,2,1.0,416.4,0,-0.17880712971307608,-0.049645466622497185,-0.42063564831573436,2022-H1,832.8,828.63
255254,709.39,709.39,8.88,4,0,640.122492530569,0.0,4,1.0,5497.75,0,-0.07518354056564132,0.6402391780467324,-0.2025714722037954,2022-H1,21991.0,20039.2
254866,4299.07,4299.07,10.46,10,0,4758.279909677383,0.0,10,1.0,23215.0,0,0.6670011109452899,2.709893112054421,-0.1614567468748141,2022-H1,232150.0,207878.4
254444,586.06,586.06,-0.04,41,0,888.023036975221,0.0,30,1.0,4817.131707317073,0,-0.10068264719097929,13.403105104427478,-0.4346875164661457,2022-H1,197502.4,197572.36
257430,1669.8,1669.8,19.77,1,0,1276.506688192428,0.0,1,1.0,8349.0,0,0.12338612613378969,-0.39458778895711194,0.08080786882949992,2022-H1,8349.0,6698.3
256644,705.25,705.25,-16.83,2,0,678.057263183425,0.0,2,1.0,8462.95,0,-0.07603950668441939,-0.049645466622497185,-0.8715965280317132,2022-H1,16925.9,19774.45
254152,389.34,389.34,12.74,2,0,223.849792324696,0.0,2,1.0,2725.4,0,-0.1413555106900183,-0.049645466622497185,-0.10212663690641066,2022-H1,5450.8,4756.2
257418,473.98,473.98,-10.8,1,0,665.499109923916,0.0,1,1.0,7109.65,0,-0.12385575892833335,-0.39458778895711194,-0.7146840003521199,2022-H1,7109.65,7877.3
255617,514.29,514.29,15.35,3,0,483.539074116459,0.0,3,1.0,3771.4266666666667,0,-0.11552146080081067,0.29529685571211756,-0.03420927417942253,2022-H1,11314.28,9577.11
255503,100.81,100.81,-14.35,9,0,133.362266156821,0.0,9,1.0,336.03333333333336,0,-0.20101056002601736,2.364950789719806,-0.8070620224520462,2022-H1,3024.3,3458.35
256350,394.69,394.69,36.34,1,0,375.199197094024,39.469,1,1.0,3157.5,1,-0.14024937089884373,-0.39458778895711194,0.5119920452226776,2022-H1,3157.5,2010.0
256900,1064.07,1064.07,-14.73,1,0,684.836223730414,0.0,1,1.0,3192.2,0,-0.0018516412882970807,-0.39458778895711194,-0.8169503741134468,2022-H1,3192.2,3662.52
255322,8649.86,8649.86,3.32,10,0,9820.890652045273,0.0,10,1.0,23354.620000000003,0,1.5665491374956357,2.709893112054421,-0.3472536701969196,2022-H1,233546.2,225803.2
256261,69.2,69.2,7.15,1,0,67.6687520204119,0.0,1,1.0,276.8,0,-0.20754608877349914,-0.39458778895711194,-0.24758949424122434,2022-H1,276.8,257.0
258804,1860.0,1860.0,-0.03,1,0,,0.0,1,1.0,1860.0,0,0.16271094637330386,-0.39458778895711194,-0.43442729668558255,2022-H1,1860.0,1860.5
256385,166.9,166.9,50.28,1,0,171.644997014186,33.38,1,1.0,834.5,1,-0.18734611539074136,-0.39458778895711194,0.8747384193277405,2022-H1,834.5,414.9
256899,147.84,147.84,33.82,1,0,109.349462689472,14.784,1,1.0,887.06,1,-0.19128686761873895,-0.39458778895711194,0.44641666052075796,2022-H1,887.06,587.06
255618,297.69,297.69,18.32,3,0,167.81833314913,0.0,3,1.0,1389.2266666666667,0,-0.16030461571079363,0.29529685571211756,0.043076000647839854,2022-H1,4167.68,3404.08
255755,1449.75,1449.75,-5.66,1,0,1111.441496436047,0.0,1,1.0,5799.0,0,0.077889666124825,-0.39458778895711194,-0.5809310331426489,2022-H1,5799.0,6127.5
255894,1833.83,1833.83,7.07,2,0,1727.080228436,0.0,2,1.0,20172.15,0,0.15730016537610045,-0.049645466622497185,-0.24967125248572974,2022-H1,40344.3,37491.62
256659,160.33,160.33,-10.49,1,0,139.073517728334,0.0,1,1.0,481.0,0,-0.18870449640532394,-0.39458778895711194,-0.7066171871546614,2022-H1,481.0,531.46
255352,455.6,455.6,-3.98,1,0,585.121184029428,0.0,1,1.0,2278.0,0,-0.1276559176875461,-0.39458778895711194,-0.5372141100080359,2022-H1,2278.0,2368.6
256597,231.75,231.75,-0.17,1,0,284.89332214006,0.0,1,1.0,463.5,0,-0.1739380470808965,-0.39458778895711194,-0.438070373613467,2022-H1,463.5,464.3
257475,10147.75,10147.75,12.62,2,0,8897.458537291763,0.0,2,1.0,116699.1,0,1.8762455359633845,-0.049645466622497185,-0.10524927427316877,2022-H1,233398.2,203940.57
257197,12.5,12.5,76.08,1,0,,3.75,1,1.0,12.5,1,-0.21926910300893793,-0.39458778895711194,1.5461054531807268,2022-H1,12.5,2.99
257544,92.8,92.8,7.19,1,0,190.086864354168,0.0,1,1.0,556.8,0,-0.20266666838626188,-0.39458778895711194,-0.24654861511897164,2022-H1,556.8,516.75
257011,847.43,847.43,20.16,2,0,729.201661196893,84.743,2,1.0,4660.85,1,-0.046643066402326225,-0.049645466622497185,0.09095644027146368,2022-H1,9321.7,7442.3
256388,1554.06,1554.06,7.09,2,0,1544.638699821746,0.0,2,1.0,16317.6,0,0.09945629072621152,-0.049645466622497185,-0.2491508129246034,2022-H1,32635.2,30320.73
257492,5539.06,5539.06,-6.22,6,0,10512.97107163,0.0,6,1.0,22156.233333333334,0,0.9233753688253907,1.330123822715962,-0.5955033408541865,2022-H1,132937.4,141208.7
256174,9550.63,9550.63,-8.59,2,0,5890.904419809689,0.0,2,1.0,76405.0,0,1.7527879299622346,-0.049645466622497185,-0.6571754288476586,2022-H1,152810.0,165941.65
257520,806.83,806.83,-22.82,2,0,1001.389884111079,0.0,2,1.0,2420.5,0,-0.05503732350918359,-0.049645466622497185,-1.0274681765890537,2022-H1,4841.0,5945.55
256568,623.43,623.43,10.43,3,0,1052.169197028607,0.0,3,1.0,2909.3266666666664,0,-0.09295620906084973,0.29529685571211756,-0.16223740621650362,2022-H1,8727.98,7817.32
254294,3721.45,3721.45,10.76,4,0,3498.977409742579,0.0,4,1.0,9303.625,0,0.5475752294166456,0.6402391780467324,-0.1536501534579189,2022-H1,37214.5,33211.0
256423,3563.56,3563.56,4.35,5,0,5866.225190506934,0.0,5,1.0,66994.882,0,0.5149306664954212,0.9851815003813471,-0.3204510327989128,2022-H1,334974.41,320417.61
258755,96.4,96.4,51.97,1,0,26.728636328851497,19.28,1,1.0,192.8,1,-0.201922350022107,-0.39458778895711194,0.9187155622429167,2022-H1,192.8,92.6
255412,13866.94,13866.94,3.06,4,0,14940.57161422,0.0,4,1.0,121335.6975,0,2.6452070406247863,0.6402391780467324,-0.35401938449156206,2022-H1,485342.79,470493.13
256875,116.56,116.56,34.23,1,0,138.48975774403,11.656,1,1.0,582.8,1,-0.19775416718283992,-0.39458778895711194,0.45708567152384794,2022-H1,582.8,383.3
256888,8756.76,8756.76,7.5,5,0,9041.769237570215,0.0,5,1.0,105081.116,0,1.5886512578090115,0.9851815003813471,-0.2384818019215133,2022-H1,525405.58,486026.32
255139,809.46,809.46,8.18,1,0,890.30737378808,0.0,1,1.0,6475.7,0,-0.05449355759314825,-0.39458778895711194,-0.22078685684321755,2022-H1,6475.7,5945.8
256570,669.9,669.9,6.77,4,0,951.49656346463,0.0,4,1.0,10718.37,0,-0.08334829951021763,0.6402391780467324,-0.25747784590262496,2022-H1,42873.48,39971.68
255502,127.55,127.55,2.2,9,0,157.177308183552,0.0,9,1.0,524.3777777777777,0,-0.1954819286211561,2.364950789719806,-0.376398285619995,2022-H1,4719.4,4615.43
254617,1885.59,1885.59,-5.61,4,0,2296.789006121562,0.0,4,1.0,30169.4375,0,0.16800180941183782,0.6402391780467324,-0.579629934239833,2022-H1,120677.75,127442.35
256104,51.33,51.33,-183.54,1,0,27.00154316577727,0.0,1,1.0,154.0,0,-0.2112408024311233,-0.39458778895711194,-5.209720489800369,2022-H1,154.0,436.65
254991,816.0,816.0,50.74,1,0,772.504368919684,163.2,1,1.0,2448.0,1,-0.0531413792316003,-0.39458778895711194,0.8867085292336467,2022-H1,2448.0,1206.0
256067,575.96,575.96,31.13,2,0,843.394072921777,57.596,2,1.0,4031.725,1,-0.10277087371263591,-0.049645466622497185,0.3764175395492644,2022-H1,8063.45,5553.06
256031,111.36,111.36,-21.8,1,0,95.19395108834134,0.0,1,1.0,779.54,0,-0.19882929370884134,-0.39458778895711194,-1.00092575897161,2022-H1,779.54,949.5
256357,90.0,90.0,53.89,1,0,16.97056274847714,18.0,1,1.0,180.0,1,-0.2032455826694934,-0.39458778895711194,0.968677760111046,2022-H1,180.0,83.0
254181,3472.39,3472.39,2.68,11,0,1322.636538635363,0.0,11,1.0,11995.518181818183,0,0.49608080392319975,3.0548354343890356,-0.3639077361529627,2022-H1,131950.7,128409.34
254724,1196.24,1196.24,26.59,2,0,1994.545164525821,119.624,2,1.0,2990.6,1,0.025475180431243336,-0.049645466622497185,0.25827775917358387,2022-H1,5981.2,4390.6
255056,147.72,147.72,22.16,2,0,86.46579285089182,14.772,2,1.0,1403.35,1,-0.19131167823087744,-0.049645466622497185,0.14300039638409828,2022-H1,2806.7,2184.83
255171,1700.88,1700.88,4.08,4,0,1414.320986643721,0.0,4,1.0,10205.25,0,0.12981207467765984,0.6402391780467324,-0.3274769668741185,2022-H1,40821.0,39156.75
255085,84.3,84.3,7.9,1,0,68.70349336096382,0.0,1,1.0,252.9,0,-0.2044240867460719,-0.39458778895711194,-0.22807301069898636,2022-H1,252.9,232.92
257273,989.37,989.37,-18.41,5,0,1360.423471777851,0.0,5,1.0,2374.48,0,-0.017296247344510036,0.9851815003813471,-0.9127112533606945,2022-H1,11872.4,14058.24
255488,15.67,15.67,40.48,1,0,31.108948337522865,3.134,1,1.0,94.0,1,-0.21861368933827932,-0.39458778895711194,0.6197230343758311,2022-H1,94.0,55.95
256509,76.0,76.0,63.16,1,0,,22.8,1,1.0,76.0,1,-0.20614015408565112,-0.39458778895711194,1.2099014966931072,2022-H1,76.0,28.0
257648,289.68,289.68,8.91,1,0,214.776760847164,0.0,1,1.0,1448.4,0,-0.16196072407103815,-0.39458778895711194,-0.2017908128621059,2022-H1,1448.4,1319.39
255979,1015.33,1015.33,8.31,1,0,405.532160664642,0.0,1,1.0,3046.0,0,-0.011928884918549001,-0.39458778895711194,-0.21740399969589627,2022-H1,3046.0,2793.0
255307,11436.09,11436.09,1.01,12,0,29848.0719582,0.0,12,1.0,86723.65000000001,0,2.142616402984287,3.3997777567236502,-0.40736443950701257,2022-H1,1040683.8,1030208.38
257479,105.3,105.3,14.16,2,0,98.49253778840304,0.0,2,1.0,210.6,0,-0.20008222962183533,-0.049645466622497185,-0.0651754280664401,2022-H1,421.2,361.57
257331,273.7,273.7,-13.88,2,0,201.659085256942,0.0,2,1.0,547.4,0,-0.16526467058748104,-0.049645466622497185,-0.7948316927655771,2022-H1,1094.8,1246.8
257004,1658.98,1658.98,10.39,2,0,1743.765823995107,0.0,2,1.0,20737.275,0,0.1211490359393021,-0.049645466622497185,-0.1632782853387563,2022-H1,41474.55,37166.78
259291,88140.0,88140.0,10.74,1,0,77550.90973032,0.0,1,1.0,176280.0,0,18.001541073951014,-0.39458778895711194,-0.15417059301904526,2022-H1,176280.0,157339.85
255976,293.71,293.71,2.86,2,0,268.367549134711,0.0,2,1.0,1028.0,0,-0.16112750101338705,-0.049645466622497185,-0.3592237801028256,2022-H1,2056.0,1997.3
255882,317.58,317.58,-1.59,1,0,306.157828306469,0.0,1,1.0,1270.3,0,-0.15619225674883816,-0.39458778895711194,-0.4750215824534375,2022-H1,1270.3,1290.52
254998,16609.77,16609.77,5.05,17,0,19590.73605536,0.0,17,1.0,264779.3205882353,0,3.212301134723349,5.124489368396724,-0.30223564815949067,2022-H1,4501248.45,4273885.07
257685,58121.0,58121.0,13.28,1,0,49812.35924949,0.0,1,1.0,348726.0,0,11.794959692405403,-0.39458778895711194,-0.08807476875599934,2022-H1,348726.0,302420.0
256444,228.34,228.34,14.01,2,0,264.305955286672,0.0,2,1.0,570.85,0,-0.17464308197583206,-0.049645466622497185,-0.0690787247748877,2022-H1,1141.7,981.76
254534,542.3,542.3,31.78,4,0,591.240685427327,54.23,4,1.0,3796.1075,1,-0.1097302504174837,0.6402391780467324,0.3933318252858707,2022-H1,15184.43,10359.32
256113,380.26,380.26,16.13,1,0,546.805904312011,0.0,1,1.0,2661.84,0,-0.14323284700849773,-0.39458778895711194,-0.013912131295495057,2022-H1,2661.84,2232.39
257665,93.26,93.26,38.13,3,0,40.838788751218694,9.326,3,1.0,217.6,1,-0.20257156103973095,0.29529685571211756,0.5585713859434855,2022-H1,652.8,403.88
256567,831.76,831.76,-15.86,3,0,1454.839417406961,0.0,3,1.0,7485.82,0,-0.04988291883741132,0.29529685571211756,-0.8463552093170854,2022-H1,22457.46,26019.71
259256,35.5,35.5,55.94,1,0,29.839906166072307,7.1,1,1.0,71.0,1,-0.2145137356823931,-0.39458778895711194,1.0220228151264965,2022-H1,71.0,31.28
256563,1748.05,1748.05,8.8,3,0,573.875828613357,0.0,3,1.0,4661.466666666666,0,0.1395647127990998,0.29529685571211756,-0.2046532304483008,2022-H1,13984.4,12754.16
255501,106.75,106.75,21.13,3,0,77.66471072286735,10.675,3,1.0,177.91666666666666,1,-0.19978243472516186,0.29529685571211756,0.11619775898609143,2022-H1,533.75,420.95
257160,326.51,326.51,14.52,2,0,216.107667442117,0.0,2,1.0,1632.54,0,-0.15434593369553185,-0.049645466622497185,-0.05580751596616589,2022-H1,3265.08,2791.06
256138,499.25,499.25,9.63,3,0,611.851890665634,0.0,3,1.0,1664.1666666666667,0,-0.11863105752216867,0.29529685571211756,-0.18305498866155745,2022-H1,4992.5,4511.7
254232,310.6,310.6,12.11,6,0,326.840664544668,0.0,6,1.0,1242.3999999999999,0,-0.15763540735489392,1.330123822715962,-0.11852048308189057,2022-H1,7454.4,6551.4
255462,2561.69,2561.69,8.13,2,0,1833.889101343586,0.0,2,1.0,10246.775,0,0.30778893330214024,-0.049645466622497185,-0.22208795574603338,2022-H1,20493.55,18828.35
256442,353.6,353.6,-21.95,1,0,320.294489493653,0.0,1,1.0,1768.0,0,-0.14874493800526664,-0.39458778895711194,-1.0048290556800576,2022-H1,1768.0,2156.0
255448,2293.7,2293.7,14.56,3,0,1981.946522820432,0.0,3,1.0,15291.306666666665,0,0.25238063374384684,0.29529685571211756,-0.054766636843913176,2022-H1,45873.92,39193.22
258302,108.68,108.68,61.83,1,0,,32.604,1,1.0,108.68,1,-0.19938339737993438,-0.39458778895711194,1.1752922658782052,2022-H1,108.68,41.48
257321,34.9,34.9,70.2,1,0,37.618080759124325,10.47,1,1.0,69.8,1,-0.21463778874308553,-0.39458778895711194,1.3930962222095813,2022-H1,69.8,20.8
203872,805.0,805.0,24.76,1,0,840.653912142208,80.5,1,1.0,2415.0,1,-0.05541568534429565,-0.39458778895711194,0.21065753933052328,2022-H1,2415.0,1817.15
257653,1323.42,1323.42,13.1,2,0,1115.436474556902,0.0,2,1.0,11249.05,0,0.05177029419602468,-0.049645466622497185,-0.09275872480613645,2022-H1,22498.1,19551.55
257435,673.27,673.27,9.03,2,0,594.968302339022,0.0,2,1.0,9762.4,0,-0.08265153481932824,-0.049645466622497185,-0.19866817549534785,2022-H1,19524.8,17761.1
257254,778.86,778.86,20.39,3,0,711.734779917663,77.886,3,1.0,2076.9666666666667,1,-0.06082026368846441,0.29529685571211756,0.09694149522441667,2022-H1,6230.9,4960.7
255315,251.95,251.95,39.24,1,0,206.173392506836,25.195,1,1.0,2015.6,1,-0.1697615940375832,-0.39458778895711194,0.5874557815859978,2022-H1,2015.6,1224.7
254676,935.88,935.88,-14.07,2,0,674.898985034057,0.0,2,1.0,3743.5,0,-0.02835557770524406,-0.049645466622497185,-0.7997758685962774,2022-H1,7487.0,8540.3
257630,245.92,245.92,12.17,1,0,126.575637466299,0.0,1,1.0,1229.6,0,-0.1710083272975426,-0.39458778895711194,-0.11695916439851153,2022-H1,1229.6,1079.9
256723,2387.16,2387.16,13.78,2,0,2791.769058137574,0.0,2,1.0,14322.95,0,0.27170396549771114,-0.049645466622497185,-0.07506377972784069,2022-H1,28645.9,24699.8
257662,85.47,85.47,4.84,1,0,47.81408439640632,0.0,1,1.0,512.8,0,-0.20418218327772159,-0.39458778895711194,-0.3077002635513173,2022-H1,512.8,488.0
255987,154.73,154.73,19.97,4,0,274.753978263152,0.0,4,1.0,425.5,0,-0.18986232497178704,0.6402391780467324,0.08601226444076336,2022-H1,1702.0,1362.09
256556,2950.0,2950.0,-42.53,1,0,3079.450032067414,0.0,1,1.0,5900.0,0,0.38807400663129765,-0.39458778895711194,-1.5403613640790679,2022-H1,5900.0,8409.2
254289,328.44,328.44,32.87,1,0,284.615122577842,32.844,1,1.0,1642.2,1,-0.15394689635030437,-0.39458778895711194,0.42169578136725644,2022-H1,1642.2,1102.39
256986,78.27,78.27,42.51,2,0,69.83819394381081,15.654,2,1.0,117.4,1,-0.20567082000603126,-0.049645466622497185,0.6725476498301552,2022-H1,234.8,134.98
256855,1629.13,1629.13,2.23,4,0,2563.17242938595,0.0,4,1.0,17920.475,0,0.11497739616985155,0.6402391780467324,-0.37561762627830547,2022-H1,71681.9,70086.42
254524,505.74,505.74,14.6,5,0,763.252289802585,0.0,5,1.0,3135.58,0,-0.11728921691567841,0.9851815003813471,-0.0537257577216605,2022-H1,15677.9,13389.18
255940,190.13,190.13,4.37,1,0,119.897348594537,0.0,1,1.0,1140.78,0,-0.18254319439093109,-0.39458778895711194,-0.3199305932377864,2022-H1,1140.78,1090.88
257523,788.57,788.57,1.98,1,0,976.568755729297,0.0,1,1.0,4731.4,0,-0.05881267165625787,-0.39458778895711194,-0.38212312079238475,2022-H1,4731.4,4637.61
255692,1233.37,1233.37,-5.51,5,0,1394.699969783568,0.0,5,1.0,1726.72,0,0.03315199733709589,0.9851815003813471,-0.5770277364342014,2022-H1,8633.6,9109.4
257231,713.45,713.45,9.33,1,0,1113.220835009838,0.0,1,1.0,2140.35,0,-0.07434411485495557,-0.39458778895711194,-0.19086158207845264,2022-H1,2140.35,1940.65
254172,7778.4,7778.4,11.19,12,0,14585.33333273,0.0,12,1.0,18797.804166666665,0,1.3863703370438638,3.3997777567236502,-0.1424607028937025,2022-H1,225573.65,200342.1
257073,310.61,310.61,-2.47,2,0,262.529376663091,0.0,2,1.0,1397.75,0,-0.1576333398038824,-0.049645466622497185,-0.49792092314299674,2022-H1,2795.5,2864.52
200423,305.8272727272727,305.8272727272727,0.20423590261882812,2,0,724.448476880697,0.0,2,1.0,1682.05,0,-0.1586221930649477,-0.049645466622497185,-0.42833201516763375,2022-H1,3364.1,2677.03
255234,114.5,114.5,23.29,1,0,22.096379793984354,11.45,1,1.0,343.5,1,-0.1981800826912174,-0.39458778895711194,0.1724052315877368,2022-H1,343.5,263.5
257038,891.25,891.25,6.08,2,0,1658.722835743412,0.0,2,1.0,11140.575,0,-0.03758305786975256,-0.049645466622497185,-0.27543301076148385,2022-H1,22281.15,20926.61
256816,244.51,244.51,7.95,3,0,217.706522639998,0.0,3,1.0,978.0333333333333,0,-0.1712998519901699,0.29529685571211756,-0.22677191179617054,2022-H1,2934.1,2700.74
256611,315.8,315.8,-15.9,1,0,251.447171389936,0.0,1,1.0,631.6,0,-0.1565602808288925,-0.39458778895711194,-0.8473960884393381,2022-H1,631.6,732.02
200170,729.35,729.35,8.23,1,0,1014.895618841099,0.0,1,1.0,5834.8,0,-0.07105670874660502,-0.39458778895711194,-0.21948575794040168,2022-H1,5834.8,5354.34
257407,480.51,480.51,15.33,2,0,618.386396628932,0.0,2,1.0,1922.05,0,-0.12250564811779693,-0.049645466622497185,-0.03472971374054887,2022-H1,3844.1,3254.72
201388,98.2,98.2,0.20285132382892063,1,0,65.5817962547535,0.0,1,1.0,491.0,0,-0.2015501908400296,-0.39458778895711194,-0.42836804464652195,2022-H1,491.0,391.4
201026,9152.61102661597,9152.61102661597,0.0,18,0,1738.207982164742,0.0,18,1.0,43047.75080000055,0,1.6704954768589597,5.469431690731339,-0.433646637343893,2022-H1,774859.5144000099,736717.7800000024
